Müşteri No,Müşteri Adı,Telefon,GSM,Email,Adres,İlçe,Vergi Dairesi,Vergi No
MN001046,Karali Çay San. Tic. Ve Gıda Paz. A.Ş.,0850 808 53 53,0532 260 83 24, info@karalicay.com,Topçular Mahallesi Altunizade Bağ Sokak No: 3,Eyüp,,
MN001047,Ürgüp Belediyesi,,,,İMRAN ATATÜRK BULVARI 50400 ÜRGÜP / NEVŞEHİR,ÜRGÜP,,
MN001048,Beşkonaklı Kahve Gıda Üretim İth.İhr.Paz.Dağ.Tur.Rek.Oto.San.Tic.Ltd.Şti.,0312 278 1002,,info@sedirkent.com.tr,MACUN MAH. BATI BULVARI ATB İŞ MERKEZİ C BLOK NO:1/69 PK.06105 YENİMAHALLE / ANKARA,YENİMAHALLE,,
MN001049,Eac European Advertising Corporation Gmbh,,,,"Paul-Linke-Ufer 8E
D-10999 Berlin / Germany
",,,
MN001050,Erdem Plastik Ve Pazarlama Sanayi Tic.Ltd.Şti.,0212 659 2842 / 0212 659 1930,,info@erdemplastik.com,"İstoç Ticaret Merkezi( İstoç çevreyolu üzeri) 2457 sk. C Plaza no:21/a

Şube : Mahmutbey Mah. İstoç Tic. Merk.
2413. Sokak No :1A-1B",Bağcılar,Güneşli,3450177852
MN001051,Promosyon Burada Ajans San.Tic.Ltd.,444 4 931,05323471955,bilgi@promosyonburada.com,"Karaman Mahallesi, İzmir Yolu Caddesi, No: 84/C",Nilüfer,Nilüfer,7330848122
MN001052,Çapa Home,0212 6591238,,info@capahome.com.tr,istoç 1.ada No:105 Kat:2,Bağcılar,Güneşli,54514199996
MN001053,İlpen Kalemcilik Promosyon Plas.San. Tic.Ltd.Şti,0212 659 78 91,0507 242 25 50,mahmut.uzun@ilpen.com.tr,,,,
MN001054,Fidan İthalat İhracat Reklam Promosyon,,0507 242 25 50,,"Fidan İthalat İhracat Reklam Promosyon
Hüseyin Ekrem Fidan
Tahtakale Yavaşca Şahin SK. Kristal Han No 3-206
Eminönü - Fahtih
",,,
MN001055,Aydı Belediyesi,,0532 111 40 09,,,,,
MN001056,Eeose Laboratuarları Kozmetik Ve İlaç San.Ltd.Şti.,0216 3494994,,info@eeose.com,İçerenköy Mah. Bahçelerarası Sok. No:37/2,Ataşehir,Kozyatağı,3240425275
MN001057,Ege Home,,0530 177 3734,,Mahmutbey Mah. 1 Yol Sokak No:45,Bağcılar,Güneşli,3970475767
MN001058,Hobi24 Kırtasiye Dış Tic. Ltd. Şti.,0216 706 23 24,0545 963 76 03,info@hobi24.com,Zümrütevler mah. Akşemsettin Cad. No.55/A,Maltepe,,
MN001059,Berilay Saat,,,,TAHTAKALE MAH. TOMRUK SOK. ASRİ İŞ HANI NO:21/23/103-104 FATİH / İSTANBUL,FATİH,HOCAPAŞA,23182227782
MN001060,Kanaan Grops Şirketi,,0535 077 88 88,,,,,
MN001061,Çilek Pastacılık Çikolata Üretim Atölyesi Tic. Ltd. Şti.,,,,CENGİZHAN CAD. NO:20/A EVKA 3 BORNOVA / İZMİR,BORNOVA,BORNOVA,6130799092
MN001062,Flexia Etiket,,0532 162 10 20,,,,,
MN001063,Sembol Züccaciye Dış Tic. Ltd. Şti,(0212) 659 66 73,,davut@sembolithalat.com,Mahmutbey Mahallesi 2413. Sok. İstoç Öksüzoğulları Plaza E1 Blok No:5 D:6 ,Bağcılar,Güneşli,7600449700
MN001064,Zaloğlu İmalat San.Tic Ltd Şti,,0542 523 14 04,,,,,
MN001065,Besler Gıda Ve Kimya San.Tic.A.Ş,0216 585 0567,,sedat.kurt@besler.com.tr,": Ramazanoğlu Mah. Mahmut Bayram Cad. No:88
                Pendik / İSTANBUL 34906
",,,
MN001066,Sockshion Tekstil Gıda Turizm San.Ve Tic Ltd. Şti,,0546 855 94 07,,,,,
MN001067,Arıkanlı Holding A.Ş,212 265 25 56,,,,,,
MN001068,Alipaşazade Lokumculuk Gıda İnş. Ve San. Tic. Ltd. Şti..,0212 795 0494,,info@alipasalokum.com,"FABRİKA : İZZETTİN MAH. DOBURCA SOK. NO:23 ÇATALCA / İSTANBUL
ŞUBE 1 : TAHMİS SOK. NO:19 EMİNÖNÜ / FATİH İSTANBUL
ŞUBE 2 : MISIR ÇARŞISI İÇİ NO:41 EMİNÖNÜ / FATİH / İSTANBUL",ÇATALCA,,
MN001069,Pride Dış. Ticaret,,0532 549 50 14,,,,,
MN001070,Durukan Şekerleme San. Ve Tic. A.Ş,0312 268 7171,,,,,,
MN001071,Lara Import & Export - Dienstleistungen Gmbh,,,,"Zeller Str.22, 64720 Michelstadt",,Umsatzst,DE308102276
MN001072,Masaf Gıda İnş.Oto San.Tic. Ltd. Şti,,0541 430 06 12,,,,,
MN001073,Karaca Tıbbi Bitkiler,0212 868 0572,,,GÜZELCE MAH. EGE 1 CAD. NO:1 BÜYÜKÇEKMECE / İSTANBUL,BÜYÜKÇEKMECE,,
MN001074,Kumsar Hediyelik Züccaciye İthalat Ltd.Şti.,0212 659 0242,,,İstoç 7.Ada No:66-68,Bağcılar,,
MN001075,Decorama D.O.O. Sırbistan,,,,"Karadjordjeva 53 15000 Sabac Serbia

Vat 104319338",,,
MN001076,Yves Rocher,0212 270 72 73,0534 365 01 39,,,,,
MN001077,Düzey Ajans,212 417 92 92,0507 513 32 49,,,,,
MN001078,Alderi Grup Tekstil Otomotiv San. Ve Tic. Ltd. Şti,212 343 27 04,532 733 78 59,,,,,
MN001079,Posuss Örme Ve Aksesuar,0212 6139348,0532 4111706,info@posuss.com,Tekstilkent Ticaret Merkezi Oruç Reis Mah.Tekstilkent Cad. A19 Blok N:44 ,Esenler,,
MN001080,Tumbaki Tobacco Tütün Mamülleri Sanayi Ticaret Limited Şirketi,0282 746 1600,,,"VELİKÖY OSB MAH. 5. CAD. NO: 6 C İÇ KAPI NO: 8
ÇERKEZKÖY/ TEKİRDAĞ
",ÇERKEZKÖY,ÇERKEZKÖY,8610778229
MN001081,Haribo Şekerleme San.Ve Tic.Ltd.Şti,212 866 36 00,,,,,,
MN001082,Ajans Leblebi,212 809 87 43,0552 243 14 53,,,,,
MN001083,Lale Tıbbi Ürünler San. Ve Dış Tic. Ltd. Şti.,0212 525 4301 - 0212 635 4605,,info@laleexport.com,ORUÇREİS  MAH. GİYİMKENT SİTESİ 2.SOK. NO:67/A - 69/A ESENLER / İSTANBUL,ESENLER,ATIŞALANI,6080009749
MN001084,Mersin Büyükşehir Belediyesi,,,,,,,
MN001085,Gıdacıbaşı Baharat Pastacılık Ve Gıda Kimyasalları Tic.Ltd.Şti.,,,,I.O.S.B TRİKO CENTER M2 BLOK NO:30/41 BAŞAKŞEHİR / İSTANBUL,BAŞAKŞEHİR,İKİTELLİ,4170571978
MN001086,Fursa Grup Satın Alma Dan.Hiz. Ve Tic.Aş.,0216 524 2900  ,,,"Kısıklı Mah. Alemdağ Cad. Masaldan İş Merkezi F/1 Blok . No:60 
B.Camlıca/Uskudar – Istanbul
",ÜSKÜDAR,,
MN001087,Rebul Kozmetik,,,,,,,
MN001088,Boomslang Lojistik,,05319561272,niazi@boomslanggl.com,Müeyyedzade Mah.Necatibey Cad.49 Hadi Nasır İş Merkezi K:2 ,Beyoğlu,,
MN001089,Ab „Vilniaus Pergalė“,,+370 659 71159,indre.busmiene@pergale.lt,"V.A. Graičiūno str. 26, LT-02241 Vilnius, Lithuania",,,
MN001090,Yemen Kuru Kahve Ve Cafe Zeki Can Birikmen,0482 2123291,0553 5930726,mertbirikmen@yemenkurukahve.com,"13 Mart Mahallesi Vali Ozan Caddesi Kip Rezidans 120 B5

Mardin
",Artuklu,Mardin,1770368834
MN001091,Baynet İnşaat San. Ve Tic. Ltd. Şti.,02126591734,,info@baynet.com,Mahmutbey Mah. 2443 Sok.Petrol Plaza Sitesi A Blok Apt No:1/31 Kat:3,Bağcılar,Haliç İhtisas,15550549619
MN001092,Asil Group Dış Ticaret Ltd. Sti,,05313465323,selahattin@ag-asil.com,Gökevler Mahallesi 2330 Sokak No:6 C/ Esenyurt - İstanbul,Bağcılar,Esenyurt,0861198806
MN001093,Pozitif Uluslarası Dış Tıc. San .Paz. Ltd. Şti,0216 469 01 85,0555 467 44 54,nihat@pozitifdt,Küçükbakkalköy Mah. Haritacı sok. Çetin Ceylan PlazaNo 2 K4 Ataşehir / İstanbul,,,
MN001094,Zalatımo Sweets Co Llc,00962796909999 ,0096265004466,Purchasing@zsc1860.com,"184 King Hussein St. Abdali,",,,004079850
MN001095,Şok Marketler Ticaret A.Ş.,08502217406  ,05347901422,oguz.turkyilmaz@sokmarket.com.tr,Kısıklı Mahallesi Hanımseti Sokak No.35 B/1,Üsküdar,,
MN001096,Aljameel İnternational Food İndustry Llc,0097142617224,00971506637481,dxb.sales@aljameelfood.com,PoBox 64369,,,
MN001097,Aghati For Sweets&Ice Cream Co.Ltd.,00962796400000 ,,info@aghatisweets.com,Wagas Street Builfing No:21 North Mara Po.Box:17480/11195,,,
MN001098,Şenkur Kuruyemiş Kuru Kahve Şek.Gıda Taş. İhr. San.Ve Tic Ltd. Şti,,0554 890 67 07,sunkuruyemiş.01@gmail.com,"Gürselpaşa Mah. Öğretmeler Bul. No 2/2-32 Adnan Seyhan
Seyhan Vg 807 063 61 89",Seyhan,,
MN001099,Design City,009647705800200,,fmsa77@yahoo.com,"Golan Street, Glarya Mall / Erbil",,,
MN001100,Ferumbi,05326934040    ,,birol@ferumbi.com,Hasanpaşa Mah. Lavanta Sok. Etap İş Merkezi C Blok Kat:3 D:10,Kadıköy,,
MN001101,Zeytunaoğlu Tatlı Ve Gıda Ürünleri İthalat İhracat Diş Ticaret Lımıted Şirketi,0505 982 4091,,zaitounedizayn@gmail.com,Yenibosna Merkez Mah. Cemal Ulusoy Cad.  No: 43/2,BAHÇELİEVLER,,
MN001102,Zeyna Unlu Mamüller Sanayi Ve Ticaret Anonim Şirketi,,,,,,,
MN001103,Zeyna Unlu Mamüller Sanayi Ve Ticaret Anonim Şirketi,,0538 916 4445,zeynagroupmedia@gmail.com,Namık Kemal Mah. 121.SK. Sabra No:26A İç Kapı No:1,Esenyurt,Avcilar,9980749202
MN001104,Sweety Gıda Sanayı Ve Tıcaret Lımıted Sırketı,,,,,,,
MN001106,Sweety Gıda Sanayı Ve Tıcaret Lımıted Sırketı,,0532 683 5288,info@sweety.com.tr,"hal mah, semt turgut ozel blv. No:20 B blok, ic kapi:29",AKDRNIZ,Liman,7810513015
MN001107,Unipex Dairy Products Co Ltd (Foodstuffs Branch),+971 65285195  ,,Amkumar@iffco.com,Inside Sharjah Seaport P.O.Box 6597,,,
MN001108,Zheer,00964 750 448 2032,,,Sulaimani // IRAQ,,,
MN001109,İnterlınk Şirketler Grubu,212 324 77 01,0533 254 25 79,,İbrahim Karaoğlanoğlu Cad. Yayaıncılar  Sok. No 4 Seyrantepe / İstanbul,,,
MN001110,Hurmacınız,0212 523 4968,,info@hurmaciniz.com,MAHMUT BEY MAH. 2444. SOK. İSTOÇ 23.ADA 26. YOL NO: 65-67 BAĞCILAR İSTANBUL,BAĞCILAR,GÜNEŞLİ,9360451389
MN001111,Teamolıfe Sağlık  Yaşam Ürünleri San. Ve Tic.Ltd .Şti,,0532 435 91 16,,"Gayretepe Mah.Fahri Gizden Sok. Beyazoğlu Atp No. 25 İç Kapı No 29  Beşiktaş
 Mecidiyeköy Vg 833 094 50 95",,,
MN001112,Saban Reklam A.Ş,,0535 262 67 34,,"Maslak Mah. Bilim Sok. Sun Plaza No 5 A / 13 Sarıyer
Maslak Vg 736 149 91 63",,,
MN001113,Atm Tarımsal Ürünler San. Ve Tic. Anomin Şti.,,0505 343 03 34,,"Battalgazi Mah. Saraypatı Sok. Aytop Sitesi Bilok 2/35/1 Sultanbeyli / İstanbul
Sultanbeyli Vg 103 127 73 82  ",Sultanbeyli ,,
MN001114,Deksan Dizayn Drup Reklam Kağıt Ve İnşaat  Dış Tic. Lid. Şit.,,0532 321 70 76,,Karataş Mah. 384 Nolu Cad. Ceyhan / Nilüfer Bilok No 6 A İç Kapı No 19 Şahin Bey/ Gaziantep,,,
MN001115,Saban Relkam A.Ş,,0335 262 67 34,,Maslak Mah.Bilim Sk. Sun Plaza No 5 / A / 13 Sarıyer İstanbul  Maslak Vg 736 14 991 63,,,
MN001116,Dinamik Matbaa & Reklam,02122202506,,,"Maltepe Mah. Litros Yolu 2.Matbaacılar Sitesi 1NC9
Topkapı-Zeytinburnu / İstanbul",Zeytinburnu,,
MN001117,Beautycom Espana Sl,+34931257356,,,"C/BALMES 188,4 2 BARCELONA SPAİN",,,
MN001118,Beautycom Uk Ltd.,+34931257356,,,78 WHİTFİELD STREET 1 ST FLOOR LONDON UK,,,
MN001119,Alkhassaki (Dicle Group),,0532 799 9467,,,,,
MN001120,Kairos Bırooprema Doo,00381 60 7050390,,g.planincevic@kairos-od.com,ara Dušana 164 / 11080 Belgrade   SERBIA,,,
MN001121,Ashtar Sweets,,00964 750 446 2418,,Gulan Street - Erbil / Iraq,,,
MN001122,Babil Kahve Kuruyemiş,,05321309847    ,info@mardinbabil.com,,,,
MN001123,Ati İç Ve Dış Ticaret Ltd.Şti.,+90 (212) 269 68 10 ,0535 734 0054 enis bey,info@kutufabrikası.com,Maltepe Mah. Davut Paşa Cad.Tim 2 Sitesi No:8/476 Zeytinburnu / İstanbul,Zeytinburnu,Davutpaşa,1020856481
MN001124,Safir İthalat İhracat,0212 563 59 98,0538 710 59 98,,Kartaltepe Mah. Balen Sok. nO1/4 Bayrampaşa/ İstanbul,,,
MN001125,Sümer Oluklu Mukava  Ambalaj San. Ve Dış Tic. Ltd. Şti,,0532 650 97 55,,,,,
MN001126,Güneli 2 Ekmek San. Ve Tic. Ltd. Şti.,0212 550 7925,,,MAHMUT BEY MAH. KARAOĞLANOĞLU CAD. 2623. SOK. NO:2/A BAĞCILAR / İSTANBUL,BAĞCILAR,GÜNEŞLİ,4310013145
MN001127,Peyman Kuruyemiş,0222 236 13 22,,,Organize San. Böl. 9. Cad. No 44 Oduncupazarı / Eskişehir,,,
MN001128,Yedifil Züccaciye Ltd. Şti,0212 476 11 32,,,,,,
MN001129,Faya Elektronik Gourmeturca,,0531 085 77 78,,Barbaros Mah. Karanfil Sok.  Varyap Meridian A/ Bilok Villa 1 Ataşehir / İstanbul,,,
MN001130,Gıfts & Pack S.L.,+34933968920,+34933968920,juantelmo@giftsandpack.com,"Avinguda de Badalona, 17 - Escalera A, 1º-1ª Alella -Barcelona, Spain",,,
MN001131,Fenix Concept Tradıng,00974 50 50 5775,,ateqconcept@gmail.com,"F1 Al Rabeaa Building, Aljazeera Al Arabia St.,
Madinat Khalifa South, P.O. Box 30868  Doha, Qatar",,,
MN001132,Baldi Kimya San. Ve Tic. A.Ş,,0505 680 45 34,,Tatlısu Mah. Arif Ay Sok. Giray Apt. No 38 D. 7  Ümraniya / İstanbul,,,
MN001133,Xpect İnnovative Premiums And Promotions,+3216464622,,caroline@xpectpromo.com,"Engels Plein 35, bus 5
3000 Leuven, Belgium
",,,
MN001134,Emir Tütün Mamülleri San .Tic . A.Ş.,0 (232) 799 00 69,,info@emirhookah.com,"ITOB OSB 10025 Sk No:12 Tekeli, Menderes",Menderes,Menderes,3340813542
MN001135,Al Assal - Libya,+90 544 447 50 47,+90 544 447 50 47,,,,,
MN001136,Ibercacao,+34 925 180 258        ,,ttoledo@ibercacao.es,"C/ Valencia, 69
45800 - Quintanar de la Orden (TOLEDO) SPAIN",Toledo,,
MN001137,Patiswiss Çikolata,0312 385 51 80,,,Cevat Dündar Cd. No 153 06374 Ostim / Yenimahalle / Ankara,,,
MN001138,Azim Kutu Ve Ambalaj San.Tic.A.Ş,0212 422 8665,,,"Beysan San. Sitesi Birlik Cad. No3/19 Beyport Plaza Haramidere / Beylikdüzü

ACAR GROUP",,,
MN001139,Max Brenner Industries Ltd,+972 3-9256605,,danasa@maxbrenner.co.il,"Gonen 6
Petah-Tikva
Israel",,,
MN001140,"Doley Craw Assocıats, S.L.",+34 934 44 76 54,+34 669 87 87 17,purchase@promosistem.com,"Pza. Francesc Macià 8, 4º1ª
08029 Barcelona Spain",,,
MN001141,Chocomax Sro,00421 905 620 560,,z.kovacs@me.com,"L'.Podjavorisnkej 21, 984 01,Lucenec , SLOVAKIA",,,
MN001142,Şahin Efendi,0532 174 68 47,,,Odunluk Mah. Liman Cad. Eroğlu Harmony Towers 3 A No 4 C/E Nilüfer/ Bursa,,,
MN001143,Tibtop Lojistik,,0535 666 19 44,,Akçaburgaz Mah. 3028 Sok. No1 /35 Esenyurt/ İstanbul,,,
MN001144,Şekeroğlu Baharatçılık Gıda San. Tic. Ltd Şti,0348 834 1079,,,Organize San.Böl 18 Nolu Cad. No 6 Kilis,,,
MN001145,Parlak Kalıp Ve Makina San.Tic. Ltd. Şti,,0542 107 07 82,,,,,
MN001146,Bbı-Trade Gmbh,,03375 / 9208934,ziegener@bbi-trade.de,"Dorfaue 15,
15745 Wildau
",,,
MN001147,Gss Commercial,,0532 246 77 98,,,,,
MN001148,Levand Gıda Elektronık Hızmetler Ve Tıcaret Ltd Stı (Eddra),02122600015,,hm@levand.com.tr,"KOCATEPE MAHALLESİ YEMİSMEYDANI SOKAK NO : 1/427
BAYRAMPASA / ISTANBUL",BAYRAMPAŞA,,
MN001149,Tatlı Park Dundurma Gıda San. Ve Tıc. Ltd. Şti,0344 225 20 01,,,Akçakoyunlu Mah. 4001 Sok. No 22/A Şekerdere Yolu Üzeri ,,,
MN001150,Al Saham Co,,05336591560,,,,,
MN001151,Fon Kozmetik,,0530 954 45 97,,Ortaköy Merkez Mah. Yrldeğirmeni Cad. 17/ A Silirvri,,,
MN001152,Abu Afif Sweets,00964 770 441 5111,00964 770 441 5111,Mr.mounirjamal@gmail.com,Erbil,,,
MN001153,Karaburun Belediyesi,,0544 414 40 25,,,,,
MN001154,Duchess Cookies,+1 (561) 701-6529,+1 (561) 701-6529,patrick@duchesscookies.com,"United Sttes of America
10 drew court unit 4 
Ronkonkoma New York 11779",,,
MN001155,Mega Trade ( Adm) Ltd.,+972505321517,972505321517,tsrdiary@netvision.net.il,"9 Eretz st. yavne 8155742
İsrael",,,
MN001156,Baklavacı Mehmet Yıldırım Gıda San. Ve Tic. Ltd.Lti.,,,,İKİTELLİ OSB. MAH. ATATÜRK BULVARI HASEYAD 1.KISIM NO:74 D/D BAŞAKŞEHİR / KÜÇÜKÇEKMECE / İSTANBUL,KÜÇÜKÇEKMECE,İKİTELLİ,1330741662
MN001157,Cedar Sweets Industria E Comercio De Alimentos Ltd,+55 11 96317 7766,,jcvmarques@hotmail.com,"Av.Indianapolis No.1401 Sao Paulu,Brazil CNPJ:32.456.839/0001-25",,,
MN001158,Magma Yakıt,,0532 200 34 04,,,,,
MN001159,Royal Dina Gıda Tarım İç Dış Tic. Lit Şit,,,,,,,
MN001160,Gafbros Limited,+44 116 253 0380,,zebaa@gafbros.com,"25-27 Little Holmbe Streer, Leicester
LE3 5 NG",,,
MN001161,Tarıq Sweets,+97455995993,,,,,,
MN001162,Sarossa,0262 7434020,0532 3471070,,"Özgürlük Mah. Rahmi Dibek Cad. No:129/C
Çayırova / Kocaeli ",,,
MN001163,Peçko Fırın  Unlu Mamüller İnş .San. Ve Tic. Ltd.Şti,,,,"Kayabaşı Mah. Kayaşehir  Bulvarı Avrupa Konutları 
İkitelli 2930845328 ",,,
MN001164,Betamark,,0530 147 90 54,,,,,
MN001165,Akbulak Gıda Dış Tic. Ltd. Şti.,0212 876 8380,,,SKYPORT RESİDANCE YAKUPLU HÜRRİYET BULVARI NO:1 KAT:17 BEYLİKDÜZÜ / İSTANBUL,BEYLİKDÜZÜ,ESENYURT,0160956443
MN001166,Balbey Gayrimenkul Ve Dış Ticaret Limited Şirketi,,,,"Mahmutbey Mah. 2412 Sok. C Plaza No:2 İç Kapı Nop :034

Bağcılar",,Güneşli,1350304362
MN001167,Rena Medya Reklam Organizasyon Turizm Tic.Ltd.Şti.,,,renamedyaa@gmail.com,Maltepe Mah. Davutpaşa Cad. GÜVEN İŞ Merkezi  NO 83 - 332/1  ZEYTİNBURNU İSTANBUL,ZEYTİNBURNU,DAVUTPAŞA,7341956158
MN001168,Ödem Kuruyemiş Gıda San Ve Tic. Ltd.Şti.,,05330844750,,Fırat Mah. Nazım Hikmet Cad. No:31/E,Kayapınar,Gökalp,6340891059
MN001169,Ümit Kuruyemiş Tarım Ürünleri Gıda Tur.Taş.San. Ve Tic.Ltd.Şti.,02324720965-02324594679,05357252349,info@umitkuruyemis.com.tr,Halkapınar Mah. 1203/9 Sok. No:6/A Gıda Çarşısı,Yenişehir,,
MN001170,Uçantay Gıda San. Ve Tic. A.Ş.,,,,YAKUPLU MAH. BEYSAN SANAYİ SİTESİ FUAR CAD. NO:9/10 BEYLİKDÜZÜ / İSTANBUL,BEYLİKDÜZÜ,BEYLİKDÜZÜ,8840834115
MN001171,Kübaş Kütahya S.T Madd T.S.A.Ş,,0505 195 06 47,,İnköy Mah. Eskişehir Karayolu Bulvarı No 17 / 1 çİNİLİ vD 602 001 1127 Kütahya,,,
MN001172,Silka Kıtasiye,212 520 31 11,0532 540 76 40,,Halkalı Merkez Mah. Metalkim Kimya San Sitesi Sönmez SK. nO 4 kÜÇÜKÇEKMEÇE / İSTANBUL,,,
MN001173,Aksoy Tobacco Nargile Tütün Ve Tütün Mamülleri İthalat İhracat San. Tic. Limited.,,0532 212 48 45,,"Gazi osman paşa O.S.B Mah. 20 sK. 21 /A Çerkezköy / Tekirdağ
Çerkezköy Vd. 0370 76 31 38",,,
MN001174,Halawanı Sweets,00964 7722 592929,00964 7722 592929,,,,,
MN001175,Boss Tabacco,,0534 315 37 95,,,,,
MN001176,Unıted Group Mobilya Gıda Tekstil Ambalaj Otomotiv Hediyelik Eşya İnşaat Sanayi Ve Ti ( Al Lord ),02124226449,05524226449,nazeerkatab@gmail.com,"CIHANGIR MAH, SEMAH SK, NO:15 A",Avcilar,,
MN001177,Çaykur Çay İşletmeleri Genel Müdürlüğü İstanbul Pazarlama Bölge Müdürlüğü,0464 2130211,,istanbulsatinalma@caykur.gov.tr,"Rize Pazarlama Ve Üretim Bölge Müdürlüğü
Hazar Mah. Sahil Cad. Dış Kapı No:22 İç Kapı No:2
İyidere / Rize",,Yeşilçay,2320070948
MN001178,Çaykur Çay İşletmeleri Genel Müdürlüğü İstanbul Pazarlama Bölge Müdürlüğü,0464 2130211,,istanbulsatinalma@caykur.gov.tr,"Rize Pazarlama Ve Üretim Bölge Müdürlüğü
Hazar Mah. Sahil Cad. Dış Kapı No:22 İç Kapı No:2
İyidere / Rize",,,
MN001179,Fast System Logıstıc Servıces Export Import Commıcıon Agent,,,,"Al Faravaniah Block 3 Floor 3 Office 13 Mughateer   Commercial Center  Kuwait
",,,
MN001180,Antepli Baklava,,0533 248 45 00,,,,,
MN001181,Betamark  Gıda San. Yatırım Anonim Şit.,,0532 557 61 17,,"Yenibosna Merkez Mah. Ladin Sok. No 36-80 F TownOfis Keleşoğlu İş Merkezi / Bahçelievler
Yeni Bosna V.G 167 05 37 779",,,
MN001182,Balanu Organik Gıda San. Ve Tic. Aş,,0530 684 30 98,,,,,
MN001183,Asian Sourcing Link Limited,,,,"26/f , 88 Hıng Fat Street Causeway Bay Hong Kong Island

Hong Kong",,,
MN001184,V.I.P Italia S.R.L,+39.02.26.68.09.71  ,+39.348.338.95.45 ,oriol.garcia@vipitalia.it,Via Privata Oslavia 17/3   Milano - Italia   20134,,,
MN001185,My- Ge İç Ve Dış. Ticaret  Lid. Şit,,0546 270 01 49,,"Küçüksu Cad. Saray Mah. Antrilım REsidence2/ A
Ümraniye/ İstanbul ",,,
MN001186,Sama Alkaif General Trading Company,0096594948199,,,Shuwaikh Industrial  3 Block 1 St 77 Parcel 231 Commercial Building 12 Ground Floor Shop 11 PACI Unit No : 21450211,,,
MN001187,Hitboo Tobacco Nargile Tütün Ve Tütün Mamülleri San.Tic.Ltd.Şti,0232 260 0808,,,İTOB OSB MAHALLESİ 10020 SOKAK NO:34 MENDERES/ İZMİR,MENDERES,MENDERES,7390874275
MN001188,Bigg Brand E- E Ticaret Hiz. Ve İhracat A.Ş,,0532 777 73 37,,,,,
MN001189,Prodost,,0533 433 93 61,,,,,
MN001190,Cadını Evi,,0554 417 52 53,,,,,
MN001191,Sally Marketing,+962775552666,,m-safi@sally-marketing.com,"Bayader Wadi Al-Seer - the entrance to the Civil Defense - opposite Al-Iman Building
Amman",,,
MN001192,Asian Sourcing Link Srl,,,,"Address: Str. Biharia nr. 26, Et. 4, Birou 38, Bucuresti – 013981, Romania",,,
MN001193,United Unıversal Meat Trading Food Stuff Company,,00965 9000 7330,,KUWAIT SHUWIKH INDUSTRIAL AREA BLOCK D BUILDING NO :19 / KUVEYT,,,
MN001194,Peraje Kolanyaları,,0533 921 49 00,,,,,
MN001195,Arifoğlu Baharat Ve Gıda Sanayi Ltd Sti,,0543 763 40 39,,"ÜNİVERSİTE MAH/SEMT FİRUZKÖY BULVARI BLV. NO: 32
AVCILAR/ İSTANBUL",,AVCILAR,0790009319
MN001196,Altınel Tekstil San. Ve Tic. Ltd. Şti,,0532 560 46 85,,,,,
MN001197,Hekimzade İlaç-Gıda-Kozmetik-Ür.Dah.Tic.,,,,ÜRGENPAŞA MAH. 75.YIL BULVARI CEM APT. NO:10 ANTAKYA/HATAY,ANTAKYA,ANTAKYA,19805056914
MN001198,Ay Saat A.Ş.,,,,Kızılırmak Mah.Ufuk Üniv.Cad. No:8/53 Çankaya,,Başkent ,1070634227
MN001199,Pratik İçim Ltd.Şti,0232 876 10 11,,,,,,
MN001200,A Ajans Promosyon,,0533 302 10 64,,,,,
MN001201,Uysal Ambalaj Dış. Tic Ltd. Şti,0216 505 58 35,0532 208 21 69,,,,,
MN001202,My Collagen,,0546 641 01 87,,"Libadiye Cad. Burgurlu Mah.Ata 1 Sitesi B5 Bilok Kat 4 No 17
Üsküdar / İST",,,
MN001203,Eti Gıda San. Ve Tic A.Ş,0222 221 20 00,0530 201 35 21,,Organize San. Bölgesi 14 Cad. Eskişehir,,,
MN001204,Adalılar Kuruyemiş Gıda Tic. Ve San. Ltd. Şti,0264 353 54 87,0533 582 36 18,,Kozluk Mah. Ada San. Cad. No 4 Erenler / Sakarya,,,
MN001205,Pastiera Gıda San. Tic. Ltd. Şti,0216 515 55 60,0532 325 04 48,,Örnek Mah. Şahit Cahar Dudayve Cad. Akmeşe Sok. No 8 Ataşehir/İST,,,
MN001206,Aa Group Tekstil Ltd. Şti,,0533 661 63 37,,,,,
MN001207,Serun Kimya Kozmetik San. Tic A.Ş,0212 543 43 97,0533 256 79 62,,Kartepe Mah. İncirli Cad. No 74/ 15 Bakırköy/ İst,,,
MN001208,Ottomans Bazaar Şekerleme Limited Şirketi,,05445582621,,Güzeltepe MAh. Mareşal Fevzi Çakmak CAd. No:152/A,Eyüpsultan,Gaziosmanpaşa,6491023260
MN001209,Al Shakarci,009647706172020,009647701587055,sabah_sekerci@yahoo.com,Bagdad Street - Karkuk - IRAQ,,,
MN001210,Vagon Ev Gereçleri Dış Tic.Ltd.Şti.,0212 6590510,05325953518,siparis@vagonlife.com,"Mahmut Bey Mah. 2414 Sok. No:5 Tepe Plaza K:4 D:22

Depo Adresi : İkitelli Osb Mah. Pik. Dökümcüler  San.Sit.Sok. No:27 Tem34 3, kat No:252",Bağcılar,Güneşli,8830419420
MN001211,Beyda Gıda Ürünleri San.Ve Tic.A.Ş.,0212 855 83 00,,recep.akyazi@beydagida.com.tr,Kavaklı Mah. İstanbul Cad. No:15 Beylikdüzü  / İST,Avcılar,,
MN001212,Fatih Sultan  Pestil  Köme Gıda San. Tic Ltd Şti,0456 511 77 08,0532 629 61 29,,,,,
